 Latitude , Longitude , Magnitude 
2.9926,97.0287,3.4
1.2012,97.8437,4.5
2.3409,97.4809,3.6
2.8455,97.2129,3.6
2.2482,98.0628,3.5
3.045,96.5815,4.7
1.2574,97.1844,4.6
1.0255,97.091,4.5
1.0829,97.3404,3.6
1.9511,96.4107,4.1
-3.6332,105.8928,3.6
3.2066,97.218,3.4
1.9246,97.0341,5.1
2.4271,96.3891,3.5
2.5447,96.3752,3.8
1.532,98.6556,3.6
0.9127,97.373,3.8
1.258,97.0507,4.1
0.7676,97.4012,4.6
0.4675,98.0062,3.6
-2.0829,103.5917,3.5
1.781,97.5326,4.3
1.4064,97.3272,4.8
2.4453,96.5062,4.3
3.6672,96.5474,3.8
1.5309,97.0318,4.3
2.4391,97.2739,4.8
1.7256,96.4315,3.9
5.7409,95.306,3.4
0.3784,97.7075,4.4
0.2033,97.7566,4.8
0.0021,98.1779,4.5
0.1953,98.1693,5.3
1.9832,96.8537,4.5
0.492,98.847,4.4
1.7045,97.9328,3.6
1.1936,97.1305,3.8
0.961,97.2428,4
0.7507,97.3558,4.5
0.1838,98.1118,3.9
0.2761,97.7027,3.9
1.5526,97.6076,3.4
2.5499,97.2768,4.8
3.089,96.8244,3.4
1.2182,97.1627,4.7
1.1016,97.2882,4.3
0.7955,97.2746,3.9
2.9794,95.4885,6.2
2.553,96.4237,4.1
0.2242,98.1837,4.7
2.5995,96.2487,4.5
1.2974,97.1266,4.9
-1.8214,99.9809,3.5
1.9655,98.4666,3.6
0.1168,98.104,4
2.9169,95.4866,5.6
1.0603,97.1438,4.3
1.0623,97.2881,4.9
0.4514,98.7947,3.7
1.1399,97.1927,4.6
2.1413,96.3486,4.3
2.0848,96.7014,4.8
1.2581,97.4087,3.5
0.969,97.4141,4
1.2332,97.0758,3.5
2.2218,97.0938,4
3.1057,98.6169,3.2
1.2069,97.1241,4.1
2.248,96.3195,3.6
1.8293,97.4362,4.1
0.0623,97.2412,3.7
1.3872,97.2413,3.9
2.5983,97.4378,4.3
1.0602,97.2226,3.8
0.9401,97.385,3.7
1.1036,97.1458,4.1
0.7572,97.7203,4.1
-2.6844,97.7209,3.6
2.2104,96.9803,4.3
1.1812,97.3898,3.6
0.5464,97.7476,3.8
1.6557,97.7435,3.8
2.5889,96.3323,3.3
1.0129,97.3121,4.3
2.1316,96.7672,4.2
1.2731,97.2146,4.9
1.2485,97.2128,4.9
2.1006,96.742,4.8
1.2071,97.1169,4.3
1.1021,97.1569,3.9
1.8475,97.0797,5.2
1.4241,98.7767,3.5
2.1198,96.6549,3.8
0.0951,96.7566,4.2
1.1092,97.0299,3.7
1.0446,97.2847,4.6
1.0815,97.2322,4.1
4.7195,95.4773,4.6
2.6418,96.5409,4.8
2.0943,96.3093,3.7
1.1204,97.3107,5
2.1852,97.0234,3.6
1.2739,97.2581,3.9
1.0936,97.1127,4.8
1.1082,97.1273,4.5
0.9908,98.0533,4.2
0.405,98.1736,3.8
0.2541,98.3883,3.8
1.0752,97.2316,4.6
2.5777,97.0542,3.5
1.3342,97.2129,5.2
1.2277,97.0954,4.7
0.8148,97.5572,4.4
1.9634,96.7443,4.6
4.2646,96.9114,3.8
1.3401,96.7215,3.9
0.8706,97.6031,3.5
2.8727,96.5551,3.9
1.5329,97.0829,4.8
1.9655,96.6873,4.4
2.0159,96.8607,3.7
1.7672,97.1328,5.8
2.7863,99.2401,3.9
2.5432,96.2115,5
0.9092,97.3137,4.8
0.2076,97.6584,4.4
1.4514,98.7864,3.5
1.7179,97.4412,3.8
0.7643,97.7636,4.1
2.6714,96.5012,4.3
0.9282,97.4716,4.5
1.2112,96.9067,3.9
0.7696,97.4701,4.9
2.9106,96.4411,3.7
1.3637,97.332,3.8
0.5886,97.5672,3.8
2.3266,99.2015,4.3
1.0771,97.3714,4.6
0.6332,97.1626,4.4
0.9612,97.6619,4.2
0.2269,97.6508,3.8
0.9047,97.0389,4.1
1.35,97.2815,3.7
1.2226,97.1823,4.7
1.2353,97.1258,4.2
2.3063,96.3187,4.6
0.7581,96.8213,3.7
1.1741,97.4386,3.9
-0.0497,96.4155,3.6
1.1732,96.8767,3.6
1.3134,97.2276,3.8
0.5462,97.8804,4.4
1.973,97.2278,3.6
0.246,98.089,4
0.8434,97.3518,4.5
-4.2358,100.8052,4.5
0.1622,96.966,3.7
1.5415,97.4267,3.5
1.5787,97.0076,3.7
0.7078,96.7674,3.8
2.828,96.1966,3.6
2.6797,95.9857,4.5
1.4962,97.2048,3.9
1.3559,97.0774,4.4
1.4521,97.5792,3.4
1.301,97.1762,4.9
1.1595,97.3378,3.6
1.5563,97.5892,3.7
1.0077,97.3525,4.5
2.4646,96.3205,3.7
2.2179,95.9025,3.6
1.1162,97.5337,3.7
0.3668,97.7666,4.8
0.7626,96.8354,3.6
2.6747,96.4275,3.5
0.9838,97.8776,4.7
0.5209,99.1817,4.5
2.051,97.8444,3.9
1.7372,97.8255,3.6
2.3971,97.4933,3.5
1.3616,97.0951,4.8
3.0577,95.9615,3.8
1.3746,97.3996,3.5
0.3096,97.7028,4.6
0.8783,97.442,4.4
1.0853,98.2534,4.4
2.1569,96.4161,3.7
1.0095,97.1733,4.1
0.2878,97.9532,3.6
2.6047,97.5039,3.6
2.5903,97.4252,3.5
0.9014,97.7173,4.3
0.5939,97.1281,3.3
1.681,97.1167,3.3
1.6754,97.2978,3.9
1.0968,98.1081,3.7
0.9472,97.4717,4.7
0.481,97.4029,4.1
2.4238,98.5725,3.3
-4.2773,101.8492,4.4
2.7083,96.6427,3.4
1.2034,98.5055,4.1
2.1197,96.2508,4.3
1.087,97.1834,4.3
0.7359,98.3469,3.6
0.5638,98.1292,3.7
0.6944,97.5696,5
1.1209,97.1502,5
0.6184,97.5491,4.8
1.118,97.786,4
1.0376,97.4341,4.6
0.7767,97.4373,4.6
2.9894,96.3799,4.5
0.3343,97.1449,3.9
1.1591,97.2917,3.6
2.1964,96.8351,3.9
0.8457,97.0196,4.6
0.3983,97.2187,4
2.6412,96.2518,4.2
1.1568,97.0318,4.3
1.8202,96.9929,3.9
2.2432,96.4323,5
1.6687,98.5591,3.5
-1.0533,97.0371,3.7
1.2808,97.1593,3.7
0.9445,97.455,3.8
2.3397,96.5458,4.2
2.3102,96.4026,4.8
1.9359,96.6756,4.1
2.7158,96.174,4.2
1.216,96.7522,4.5
1.601,96.9082,3.9
1.3963,97.2853,3.9
2.2922,96.9709,4.2
2.8573,96.43,5.2
2.7842,96.4577,4.4
3.1407,97.2449,3.2
2.8226,96.3631,4.8
1.1589,97.1526,4.9
2.0949,96.7013,4.8
1.2923,97.1967,4.5
0.9308,97.3602,4.4
3.229,96.9287,3.3
0.8531,97.0984,4.1
1.8045,97.7464,4.7
0.2654,98.2143,3.8
2.7853,96.2493,4.3
0.8438,98.6442,3.5
1.3463,97.1423,4.9
2.1847,96.7221,4.8
0.8931,97.7565,4.4
1.2246,97.3671,4.6
2.6542,97.0367,4.9
1.076,98.0737,4.4
0.1681,97.1668,4.7
0.3196,97.5743,4.7
2.3164,96.4433,3.6
1.1081,97.2961,4.6
-0.3732,96.9071,4.8
1.7139,100.818,3.9
-0.2143,97.0936,4.3
-0.2778,97.0244,3.7
1.1267,97.2811,5.1
1.148,97.3239,4.3
2.0952,96.8167,3.6
4.6915,95.2057,4.6
2.3406,98.6289,3.9
0.9957,97.2964,4
1.7063,99.2256,3.8
1.257,97.1547,4.6
-1.4671,99.1913,3.7
-0.2439,97.0558,3.6
0.3205,98.1735,5.6
2.866,95.9302,4.2
2.2734,96.3334,4.2
-0.1571,97.1293,4.3
-0.3532,96.9054,3.8
1.0573,97.1964,4.6
4.7358,96.675,3.9
-0.4405,96.9467,5.2
0.4549,96.7058,4.1
0.1653,98.0975,4.7
1.1661,97.4651,3.7
2.2739,96.3059,4
1.9495,97.7991,4.4
0.4748,97.9355,4.5
1.6548,99.8911,3.5
1.3125,97.4073,4.2
-0.021,97.4377,3.7
1.2622,97.2279,4.5
2.7408,96.3649,4.3
1.1498,97.1573,3.8
-0.0171,97.5777,3.7
0.799,97.442,4.9
-1.7048,99.8832,4.8
-1.7207,99.9367,4.2
0.8636,97.5978,4.5
0.8813,97.3055,4.6
-0.1882,96.997,4.6
1.1347,97.2401,4.5
2.1757,96.2042,4.8
0.9867,97.4039,3.9
1.5814,97.5355,4.4
0.1114,98.0661,4.5
1.0452,97.1835,4.7
1.1344,97.5947,4
1.2244,97.0503,4.4
-0.2006,97.3336,4
-2.1042,99.422,4.2
1.3405,97.2633,4.7
1.2006,96.9102,3.9
-1.4386,100.1838,3.7
-1.858,99.7077,3.8
1.4674,97.4281,3.9
0.4137,98.1332,3.9
0.3311,97.9609,3.9
1.1764,97.6468,4.4
-0.0574,96.5799,4
1.2143,97.4998,4
0.0968,97.7759,4.4
1.9325,96.6729,4.4
2.3456,96.9057,3.9
1.3442,97.2176,4.6
0.8839,97.6008,4.5
1.4399,97.5407,3.5
2.6527,95.8241,4.4
0.6309,96.6634,3.8
-0.4217,96.9582,5
-0.7831,96.1463,4.1
-0.1061,96.9329,3.5
-0.6937,96.4738,3.9
2.8353,96.4038,5
1.25,97.3408,4.5
2.7811,96.5964,4.7
2.5226,95.8216,4.5
1.7277,96.1212,3.7
0.0527,96.5194,3.8
1.4676,97.0377,4.3
0.4924,98.2061,3.9
0.6777,96.9733,4.8
2.3293,96.8141,3.6
0.8422,97.5417,4.4
2.9565,96.3662,4.5
0.369,97.7997,3.7
2.689,96.2165,4.3
1.4677,97.0501,4.3
-0.8621,97.3589,3.9
1.403,97.3455,4.6
2.8529,96.3052,4.5
1.3835,97.0137,3.8
-0.0836,96.0174,3.9
0.9991,97.1685,4.4
0.3887,98.3392,6
1.4549,97.5773,3.4
1.8563,99.4834,4.4
1.072,96.7711,3.7
0.7608,97.3245,3.9
1.9905,96.5225,3.7
2.0038,97.965,6.2
2.3951,96.2536,4.9
0.7864,97.3748,4.5
0.2764,96.5425,4.5
0.0701,96.6444,4.2
1.8624,98.5138,3.7
2.4841,97.4913,3.7
2.2564,96.3611,4.8
0.2616,97.6583,4.3
0.8495,97.4279,4.7
1.2681,97.0308,4.9
0.5975,96.4584,3.8
1.255,97.2827,4.5
1.8283,96.2299,4.2
0.4484,96.9876,3.7
1.1361,97.1698,4.7
0.2552,97.1933,4.4
1.3495,97.4981,3.7
1.1715,97.1479,5
2.5386,96.0423,4.6
2.7486,95.8516,5
2.7472,96.4919,3.5
0.3016,97.1451,4.2
2.9768,96.3157,5.1
2.9064,96.3743,3.7
0.8146,97.656,4
0.8064,97.4145,4.3
2.9008,96.4127,3.4
1.1169,97.1934,4.7
1.3206,99.2093,3.5
1.9948,96.9872,3.4
2.6003,97.274,4.4
2.4078,96.3676,3.7
1.5334,97.5383,3.6
3.4808,95.8885,4.2
0.2642,97.1895,4.4
1.0622,97.6458,3.7
0.7367,97.262,3.6
-0.3365,96.8456,3.7
2.6148,97.2766,4.5
3.0447,96.6317,3.5
0.9224,97.8827,3.5
2.1932,96.2809,4.7
1.2467,97.1104,4.3
2.891,96.3294,4.8
2.3847,96.6773,3.9
-0.3006,97.0247,3.6
1.0742,97.2776,4.7
0.2714,97.6018,4.2
0.1406,97.5998,3.7
1.3425,97.2024,4.6
2.8028,96.2693,4.6
2.0546,96.7532,4.6
2.0717,96.7513,4.8
2.8006,96.1951,4.2
-0.0694,97.9207,4.3
2.9063,96.2804,4.3
0.8548,97.7814,3.7
-0.1488,96.4765,3.9
-0.9528,96.9201,4.2
-0.2828,96.9699,4.3
-0.2695,96.9841,4.1
-0.3641,96.8581,3.9
1.9658,96.6638,4.1
1.7264,96.5001,3.8
1.0817,97.3935,4.7
1.0382,97.4202,4.7
1.9841,95.9756,3.6
0.1296,96.1391,4
1.3276,97.2745,4.2
-0.2613,96.9647,4.2
2.9638,95.4084,4.2
1.3388,97.5754,4
1.9779,96.7487,4.3
1.9187,96.7415,4.2
1.8577,97.7548,4.4
1.9108,97.1499,4
0.7503,97.453,4.4
2.6474,96.0002,4.1
0.3691,96.4644,4.2
2.9611,96.0849,3.8
0.8841,97.4031,4.2
1.8985,96.7513,3.9
0.846,97.4018,4.3
0.2278,97.5603,3.8
0.1744,96.975,4.3
2.7474,96.3618,4.8
1.5979,97.9286,5.6
-0.3898,96.9539,3.9
1.1704,97.1313,4.4
1.4294,97.8705,3.9
0.2674,97.0975,4.4
1.7913,97.6309,3.9
1.3579,97.2091,4.7
2.5656,96.8373,3.9
0.8519,97.374,4.7
1.0621,97.4055,3.8
1.1437,97.1213,4.2
0.3597,97.5637,3.5
2.8374,96.6543,4.5
0.8682,97.3997,4.8
0.3337,97.2824,4.1
1.2718,97.1819,4.9
1.647,97.0086,4.5
1.1723,97.1067,4.8
0.0967,97.1357,3.5
0.9564,97.3832,4.1
1.822,97.706,4.4
1.2817,97.3892,4.7
1.0568,97.2866,3.6
-5.9569,105.4483,4.8
2.8638,97.7297,3.4
0.891,97.4072,4.1
2.2232,97.4096,3.8
-0.25,97.0329,4.1
1.8683,96.9445,4.3
0.3013,97.178,4.1
0.196,96.9735,4.3
0.306,97.1137,4.2
1.1992,97.0113,4
1.7569,98.1529,3.3
0.2511,97.0443,3.7
1.2323,96.9849,4.1
0.9917,97.4601,4.7
1.3518,96.9253,4.1
1.9561,97.8842,4.7
0.7308,97.3048,4.5
0.7364,97.0735,4.5
0.8978,97.4769,4.4
1.5515,99.5221,3.6
0.6823,97.4261,3.7
1.3514,96.8581,3.5
-0.3534,96.8081,3.9
-0.3155,96.9268,4.6
-0.1592,97.5713,4.3
0.6359,98.232,4.4
3.3377,96.1698,4.2
2.5215,96.1222,4.3
2.6963,95.6075,4.3
0.7831,97.2837,3.7
1.3145,97.1677,4.5
1.0183,97.1856,3.7
1.1207,97.2732,4.2
0.997,97.8438,3.6
1.0852,97.3246,4.4
0.9599,97.5086,3.9
1.082,97.2568,4.8
2.1103,96.4699,4.3
1.5481,97.0552,4.4
0.1432,97.1708,4.7
0.081,96.9831,4.6
-2.0245,99.7351,3.7
0.5507,97.1929,4.7
3.8469,96.5742,4
1.8892,97.0609,5.1
1.1674,97.1385,4.1
3.4728,96.2029,4.5
2.457,96.3324,4.4
1.5635,96.9896,4.4
1.3438,97.1545,4.9
2.4326,96.3401,4.8
-0.2716,96.9318,3.9
1.151,97.1669,4.4
2.1835,96.0169,3.6
2.3548,96.1667,4.2
2.583,95.6388,4.2
0.1922,96.9499,4.4
-1.6134,99.7423,3.8
0.2047,98.8373,4.4
0.0263,98.6267,4.6
2.4526,96.7715,4.1
4.5957,97.4365,4.4
0.1544,97.76,4.3
2.0451,96.7068,4.1
0.4532,98.3019,3.4
2.0254,97.8068,3.8
1.1789,97.2695,4.2
2.2435,96.2768,4.7
1.1351,97.0589,4.3
2.6647,95.443,4.1
1.1434,97.3213,4.4
3.982,96.9917,4.4
0.0212,96.5433,3.7
1.0653,97.4227,4.7
1.0428,99.2905,3.4
0.8357,97.1891,3.9
0.0408,97.1578,4
0.4873,96.3956,4.7
1.5808,97.1153,3.8
3.6185,96.391,4.8
-0.1974,96.9412,4.4
-0.8429,96.2925,3.9
2.1225,96.5787,4.4
-1.0054,96.0695,3.9
1.979,96.0133,4
1.3097,97.1167,4.8
-0.1744,96.9895,4.1
1.9896,96.6496,3.8
1.3063,97.2489,4.4
-0.7684,97.5298,3.7
2.7227,97.1491,3.4
1.6208,97.1424,3.9
0.5143,97.3733,3.6
0.9173,97.4288,4.3
1.0947,97.1922,4.7
1.954,96.655,4.3
1.084,97.1504,4
2.2649,96.3278,4.4
1.3676,97.1209,4.7
0.3589,97.8913,4.5
1.1009,97.0881,4.3
0.881,97.5327,4.5
-1.5936,99.8024,3.4
1.2056,98.2721,3.6
2.1792,96.3574,4.9
1.9564,96.462,3.6
-4.0086,102.3744,5.6
0.2633,97.1414,3.5
2.8649,96.3072,4.6
2.0587,96.8944,3.7
0.9204,97.4271,3.7
0.4229,98.938,3.4
0.9053,97.8734,3.8
2.9009,96.567,3.5
2.1024,96.5322,4.2
0.1901,97.9875,3.4
-0.0255,96.6536,3.9
4.6176,95.0115,4.6
0.6715,96.4161,4.2
0.0631,97.1168,3.9
0.2282,97.2503,3.9
0.8076,97.4203,4.4
-2.6156,99.8601,4.6
2.0487,96.7893,4.9
1.0466,97.3787,3.6
1.3439,96.6539,3.9
1.1255,98.328,4.4
0.3325,97.7545,4.3
1.1877,97.2731,5
0.8174,97.0459,4.7
1.5435,97.0486,4
1.0215,97.1942,4.7
4.9508,96.1376,4.5
1.9609,96.7345,4.8
1.5218,97.134,4.6
2.5953,96.2068,4.5
1.2403,97.2682,4.8
2.5789,95.5028,3.8
0.4454,96.4858,4.9
1.6241,97.8893,3.6
1.0803,97.8821,3.6
2.6073,95.8571,3.5
0.2467,98.8535,4.5
2.5521,97.6451,3.6
0.5874,97.4719,5.6
0.5646,97.4724,5.2
0.58,97.5392,4.7
0.5404,97.3259,4.4
3.9089,95.2549,3.6
1.1944,97.0648,4.5
1.0424,97.4934,3.9
1.3367,97.1905,5.1
2.4485,99.3337,3.7
2.914,96.6072,4.8
1.18,97.1812,4.1
1.2988,97.1715,4.9
0.8575,97.4188,4.4
0.0848,96.8649,3.5
0.9913,96.9249,3.4
1.4717,96.9637,4.2
1.1696,97.2307,4.1
0.8089,98.1981,3.4
1.2091,98.2302,3.9
2.3139,96.3396,4.4
2.2973,98.7912,3.5
5.463,95.0341,3.6
0.4097,97.1613,3.6
-1.5624,99.4679,5.3
-1.6423,99.4534,5
-1.4917,99.7583,3.6
-1.5421,99.5525,4.3
2.0901,96.5811,3.7
-2.1186,98.2546,3.4
0.7428,97.3476,4.6
-1.5945,99.4672,4.5
1.0004,97.2333,4
0.9536,97.2511,4.3
0.4703,96.6681,4.1
-1.4264,99.7754,4.1
0.6503,97.3973,5.7
0.3639,96.5149,4.3
0.0228,98.5504,4.2
1.2249,97.2738,4.5
1.2579,97.1362,4.4
1.1905,97.1151,4.6
-1.5715,99.522,4.6
1.8443,98.2613,3.7
-0.2053,97.7777,6.1
-0.4021,97.8316,4.7
0.0125,98.0973,3.7
1.3526,96.9617,3.9
1.3905,96.9891,3.9
-1.4891,99.5292,4.2
-1.4986,99.5757,4.5
1.2924,97.2506,4.6
1.8332,96.4861,3.7
2.7339,95.4698,4.8
0.8968,97.8714,4.5
1.9337,96.1765,3.6
1.466,97.796,3.3
4.2893,95.4593,3.6
1.027,96.8545,3.7
1.2295,97.3144,3.6
0.5039,97.7588,3.9
2.3622,97.3542,4.5
1.0555,97.2057,3.4
1.8094,96.7773,3.7
2.1451,96.5431,3.5
1.1703,97.1457,4
1.2241,97.5978,3.6
0.1908,97.1672,3.8
1.6742,96.2432,3.7
2.5383,95.8726,3.7
2.5813,95.97,4.4
1.9678,97.2441,3.6
1.0564,97.4093,4.3
-0.377,97.8865,3.5
4.4201,95.415,3.8
-1.3165,100.0155,3.3
1.1643,97.1954,4.1
2.1235,96.7458,4.7
1.6168,96.5987,3.8
0.7402,97.3599,4.6
0.7546,97.5255,3.7
0.9769,97.7815,3.5
0.8192,97.8748,4.3
0.6332,98.0144,4.1
-0.3075,95.7336,3.8
0.7778,96.514,3.5
0.5494,98.0044,4.8
-0.3759,96.8869,4.2
0.9885,97.3977,4.3
1.236,97.2446,4.1
0.4175,96.6313,4.8
1.3719,97.1701,4.9
2.3544,96.933,4.3
1.3783,97.1804,5.3
0.3658,98.651,3.9
1.8006,96.9018,4
1.439,97.3497,3.6
-0.6456,95.4423,3.8
1.4324,97.2101,4.7
-0.9834,97.2574,3.9
1.5627,99.1487,3.9
1.8057,97.9033,4.5
0.459,97.2292,3.7
2.273,96.4354,3.5
1.1467,97.5263,3.6
1.3456,97.2422,4.6
0.0734,98.0057,4.6
1.1202,97.114,4.4
2.2447,96.236,3.7
1.0117,97.249,4.7
1.1857,97.0425,3.4
2.6982,96.1693,3.3
1.0585,97.661,3.7
1.5571,96.7211,3.9
-0.3675,97.1217,4.9
0.0994,97.7023,4.3
1.149,97.2093,4.9
0.9402,97.85,4.7
0.9915,97.2562,4.2
1.4917,97.0019,4.1
2.4978,96.0502,4
1.8773,99.2083,3.2
0.0514,96.7028,3.8
1.3207,97.378,3.6
-0.5187,98.7701,4.4
-0.4013,99.0599,3.3
2.3233,98.9513,4.6
-0.3117,96.9587,3.9
1.0813,97.2615,4.8
-0.4344,98.8018,4.2
2.7043,95.9137,3.6
-0.0214,98.2043,3.5
3.7509,95.6604,4.4
-0.5722,98.7775,3.4
1.1727,97.1393,4.7
1.6023,97.5868,4.4
-0.3716,96.869,4.8
-0.3254,96.9259,3.5
1.0363,98.9191,4.1
2.2441,96.2109,4.2
0.4315,98.1409,4.5
-1.6063,99.6471,3.9
-0.3867,96.9819,4.4
0.7346,97.9901,3.6
-0.4159,97.0272,4.1
1.387,97.1873,4.7
2.9009,96.9096,3.4
0.9875,97.3765,4.4
1.0125,97.0477,3.6
0.156,97.8019,4.3
1.1653,97.3492,3.6
-1.5589,99.597,4.8
1.1151,97.0894,3.4
1.2566,97.2517,3.7
-0.2731,96.93,4.1
-0.4251,96.7588,3.8
1.1652,97.7729,3.3
1.3966,97.1087,5
1.139,97.2269,4.3
1.1419,97.2584,4.4
1.0574,97.2267,4
2.8725,95.4052,5.3
-1.6411,99.5754,6.7
-1.5331,99.6199,5.3
-1.5383,99.722,4.7
-1.6105,99.5816,5.7
-1.2684,99.3439,5
-1.6705,99.8072,5.2
-1.6051,99.7851,4.7
-1.5321,99.7231,4.4
-1.657,99.7545,3.8
-1.2344,99.9485,4.4
-1.5348,99.5914,4.5
-1.6872,99.7223,6.5
-1.7024,99.9548,4.9
-1.3801,99.1778,4.6
-1.2253,100.6346,3.7
-0.8953,99.7806,4.3
-1.5161,99.7967,4
-1.5622,99.6542,4.3
-1.8177,99.6757,4.6
-2.1422,100.3853,4.5
-1.6085,99.8532,4.9
-1.4686,100.0951,4.7
-1.5558,100.0798,4.4
-0.5688,99.3824,4.5
-1.6585,99.6073,5.5
-1.6082,99.7349,4.6
-1.4295,99.6452,4.4
-1.6766,99.5817,4.1
-1.7575,99.8711,4.7
-1.703,99.7041,5.8
-1.41,99.0063,5.2
-0.7293,97.0621,4.1
-1.5843,100.0259,4.4
-1.42,99.9353,4.1
-1.6465,99.7171,3.9
-1.4969,99.7303,4.7
-1.7293,99.6714,4.5
-1.6366,99.7834,4.4
-1.0373,100.4207,3.9
-1.2493,100.1451,4.2
-1.7166,99.744,4.3
-1.6107,99.968,5
-1.594,99.7313,4.6
-1.733,99.8072,3.8
-1.5743,99.6081,4.9
-1.4787,99.8768,3.8
-1.3059,99.8695,3.7
-1.679,99.6971,4.9
-1.6405,99.5632,4.7
-1.883,99.3084,4.2
-1.6448,99.685,4.6
-0.5483,101.3062,3.8
-1.3769,100.0448,4.3
-1.5231,100.0115,4.2
-1.6141,99.7434,4.4
-1.7109,99.7349,4.3
-1.5419,100.0101,4.1
-1.7971,99.7261,4.3
-0.2818,100.7874,4
0.0727,97.9886,4.5
-1.4434,99.685,4.3
-1.6105,99.7191,4.5
-1.342,100.774,4.1
-2.3712,99.288,4.5
-1.7026,99.8954,4.7
-1.6965,99.6316,4.8
-1.6264,99.6817,5.6
-1.5827,99.7714,5.3
-1.5665,100.2497,4.1
-1.6248,99.637,4.5
-1.71,99.7727,4.8
-1.5076,100.0112,4.3
-1.8329,99.907,5.5
-1.629,99.4292,4.6
5.0529,96.4096,3.8
1.7509,97.4645,3.8
-1.8945,99.4187,3.6
-1.2605,100.3192,3.5
4.0231,95.8071,3.9
-1.6568,99.7764,3.9
-1.5818,99.7093,4.2
-1.648,99.8151,4.6
-1.4263,100.3874,3.6
-1.6373,99.6738,5.4
-1.5201,99.7589,4.1
-1.6387,99.5809,4.3
-1.9326,99.599,4.3
-1.6329,99.7614,4.5
-1.651,99.6219,5.3
-1.612,99.737,4.5
-1.7784,99.4401,4.2
-1.2312,100.0652,3
-1.7615,99.8674,4.3
0.0041,102.0591,3.4
-1.5215,99.6622,3.8
-1.5598,99.994,4.4
-1.902,99.5941,3.4
-1.9484,99.5005,3.5
0.885,97.4586,4.7
-1.6928,99.6278,4.8
-1.6504,99.6884,4.5
-1.6977,99.7195,4.4
-1.3985,99.9043,4.2
-1.6618,99.6229,4.8
-1.6614,99.4771,4.2
-1.7367,99.8461,5.2
2.2854,95.3141,3.3
-1.5511,99.6766,3.4
1.309,97.2036,4.7
-0.7684,100.9438,3.5
0.7205,96.8744,3.5
1.0894,97.1899,4.2
-1.6683,99.7521,4.4
-0.2841,99.0712,3.5
-1.7126,99.9782,4.4
1.8128,96.9512,4.6
-0.1825,101.0139,3.5
1.9117,96.4904,4
-1.495,99.646,4.2
-0.874,100.5614,3.7
-1.5958,99.6953,4.9
1.7025,97.1296,4.6
-1.7011,99.9241,4.8
1.0611,99.7518,2.5
-1.7573,99.531,4.2
-2.1169,100.8352,4.4
-1.7216,100.1024,4.2
-1.7172,99.9677,4.6
-1.5989,99.7133,6.1
-0.2032,101.183,3.9
-1.7887,99.685,4.8
-1.6264,99.7458,4.7
-1.5257,99.7194,4.6
-1.7084,99.8425,4.7
-1.7181,99.6641,4.8
-1.5573,99.8839,4.8
-1.6431,100.0508,4.2
-1.636,99.7079,4.4
-1.4692,100.022,4.6
-1.7565,99.6798,4.2
-1.5621,99.9785,3.9
-1.3807,100.2947,4.1
-1.4552,100.109,4.3
-1.572,99.7748,4.2
-1.7459,99.1725,3.5
-1.6318,99.9721,3.9
-1.659,99.5485,4
-1.4874,99.9234,4
-1.7398,99.9303,4.9
-1.2924,100.0297,4.4
-1.4676,100.0291,3.7
1.3916,97.218,3.7
-1.6065,99.7668,4
-1.6759,99.8445,5
-1.6627,99.709,4.3
-1.6589,99.835,5
-0.912,99.7387,3.5
-1.8756,99.4431,4
0.8352,97.691,3.8
-1.5733,99.7023,4.2
-1.7365,99.6531,4.2
-1.8003,99.3789,4.3
-1.4567,99.238,4.2
-1.7114,99.6143,4.9
-1.7364,99.7819,4.9
-1.1488,100.1299,3.8
-1.7601,99.6221,4.1
-1.5928,99.7777,4.5
-1.5317,99.5945,4.9
-1.3497,100.4442,4
-1.4896,99.6409,4.3
-1.367,100.1818,3.5
-1.4247,100.2355,3.5
-1.3341,100.0216,4.3
-1.4473,99.9001,3.5
1.9446,96.6618,4
-1.7986,99.572,4.2
-2.8375,98.3232,3.6
-1.4902,99.7256,4.5
-1.6314,99.8491,3.9
-1.6481,99.749,4.3
-3.6644,102.9844,3.6
-1.6775,99.8282,4.4
-1.7365,99.6846,4.5
-1.6266,99.1431,3.7
-0.9808,100.6356,3.9
2.815,96.3709,4.1
-0.3676,96.9485,5
-1.3277,99.364,4.5
-0.7649,98.3306,4.2
-1.0615,100.5323,3.7
-1.6626,99.5761,4.1
-1.8412,99.3309,3.7
-1.7892,99.5316,3.7
-1.4439,99.8851,4.4
-1.2887,100.2905,4.6
-1.6293,99.732,4.1
-3.2326,97.545,3.8
-1.4985,100.0507,3.7
-1.6794,99.6363,4.6
-0.9541,100.8494,3.7
-1.588,99.5818,4.4
-1.6349,99.9992,4.5
-1.7114,99.6944,4
-1.6913,99.6349,4.5
-1.4776,99.7081,4.2
-1.6522,99.5585,4.3
-1.7083,99.7445,4.4
-1.7057,99.4935,4.2
-1.6439,99.5955,3.9
-0.1031,100.3679,3.7
-1.7915,99.1034,3.6
-1.5516,99.9503,4.7
-1.6865,99.6879,4.9
-1.597,99.3276,3.8
-1.4089,100.2816,3.7
-1.5713,99.6428,4.2
-0.3311,101.5817,3.4
-1.605,99.6376,4.2
-3.3436,97.1342,3.6
0.7905,97.5207,4.3
-1.7232,98.6318,3.3
-1.6616,99.597,4.4
-2.1738,99.37,3.6
-1.791,99.5737,4.1
